transaction_id,timestamp,amount,sender_age,receiver_type,transaction_type,device_id,location,hour,account_age_days,transactions_last_24h,avg_amount_30d,new_receiver,new_device,failed_attempts,distance_from_usual_location_km,fraud_label
TXN0045875,2026-06-09 06:50:00,467.86,23.0,Person,BillPayment,DEV06637,Kolkata,6,1592,6,1494.46,0,0,1,3.5,0
TXN0045876,2026-06-09 06:55:00,1814.97,57.0,Utility,P2P,DEV00180,Bengaluru,6,3307,5,1099.55,0,0,0,8.3,0
TXN0045877,2026-06-09 07:00:00,1188.6,52.0,Person,P2M,DEV07822,Bengaluru,7,1953,2,420.9,0,1,1,24.2,0
TXN0045878,2026-06-09 07:05:00,127.86,,Merchant,P2P,DEV09083,Bengaluru,7,700,2,2184.2,0,0,0,2.6,0
TXN0045879,2026-06-09 07:10:00,681.42,62.0,Merchant,P2M,DEV07045,Pune,7,2671,3,951.6,0,0,1,7.7,0
TXN0045880,2026-06-09 07:15:00,898.5,47.0,Person,Recharge,DEV05724,Pune,7,1409,7,890.45,0,0,1,0.6,0
TXN0045881,2026-06-09 07:20:00,284.72,57.0,Person,P2M,DEV07176,Mumbai,7,61,6,642.1,0,0,1,0.8,0
TXN0045882,2026-06-09 07:25:00,666.34,41.0,Merchant,BillPayment,DEV09550,Mumbai,7,3172,4,1532.76,0,0,0,4.1,0
TXN0045883,2026-06-09 07:30:00,1389.6,21.0,Merchant,P2P,DEV05721,Kolkata,7,325,3,396.3,0,0,0,7.9,0
TXN0045884,2026-06-09 07:35:00,371.63,19.0,Merchant,P2P,DEV01958,Mumbai,7,2741,3,422.36,0,0,0,20.5,0
TXN0045885,2026-06-09 07:40:00,1073.01,32.0,Merchant,P2P,DEV00709,Ahmedabad,7,266,5,1029.29,0,0,0,4.8,0
TXN0045886,2026-06-09 07:45:00,315.99,64.0,Person,BillPayment,DEV09532,Delhi,7,75,5,317.45,0,0,1,16.3,0
TXN0045887,2026-06-09 07:50:00,246.79,23.0,OnlineShopping,P2M,DEV05719,Hyderabad,7,384,3,1203.11,0,0,1,8.7,0
TXN0045888,2026-06-09 07:55:00,1573.14,64.0,Merchant,P2P,DEV05606,Ahmedabad,7,1880,6,366.42,0,0,0,0.1,0
TXN0045889,2026-06-09 08:00:00,2749.67,34.0,Person,P2P,DEV06014,Mumbai,8,1255,5,1251.2,0,0,0,9.3,0
TXN0045890,2026-06-09 08:05:00,260.22,39.0,Merchant,P2P,DEV08250,Mumbai,8,328,5,369.07,0,0,1,12.4,1
TXN0045891,2026-06-09 08:10:00,2204.51,51.0,OnlineShopping,P2P,DEV02892,Bengaluru,8,3034,7,492.44,0,0,1,32.8,0
TXN0045892,2026-06-09 08:15:00,839.0,55.0,Person,P2P,DEV07360,Bengaluru,8,884,5,1549.4,0,0,0,5.0,0
TXN0045893,2026-06-09 08:20:00,92.92,25.0,Person,P2M,DEV08933,Kolkata,8,717,6,2145.06,0,0,0,9.2,0
TXN0045894,2026-06-09 08:25:00,202.41,56.0,Merchant,P2P,DEV07513,Bengaluru,8,2648,3,605.18,1,0,1,21.8,0
TXN0045895,2026-06-09 08:30:00,1561.65,58.0,Person,Recharge,DEV03228,Kolkata,8,2117,5,352.92,0,0,0,7.7,0
TXN0045896,2026-06-09 08:35:00,167.55,22.0,Person,P2P,DEV05382,Bengaluru,8,3648,7,343.15,0,0,0,0.9,0
TXN0045897,2026-06-09 08:40:00,457.91,63.0,Person,P2P,DEV00274,Mumbai,8,1076,6,1169.66,0,0,0,11.9,0
TXN0045898,2026-06-09 08:45:00,783.58,46.0,Merchant,P2P,DEV09360,Hyderabad,8,1250,7,322.61,0,0,0,4.7,0
TXN0045899,2026-06-09 08:50:00,1330.43,53.0,Person,P2P,DEV03635,Bengaluru,8,1216,6,304.77,1,0,0,22.6,0
TXN0045900,2026-06-09 08:55:00,1022.41,32.0,Utility,P2M,DEV08271,Pune,8,2483,5,357.64,0,0,0,1.6,0
TXN0045901,2026-06-09 09:00:00,4079.76,55.0,Merchant,P2M,DEV04565,Pune,9,3504,4,551.88,0,0,0,14.7,0
TXN0045902,2026-06-09 09:05:00,375.94,52.0,Merchant,P2M,DEV00412,Pune,9,2579,8,2385.83,0,0,1,43.2,0
TXN0045903,2026-06-09 09:10:00,938.08,22.0,Merchant,P2P,DEV08939,Mumbai,9,3126,6,297.63,0,0,1,13.1,0
TXN0045904,2026-06-09 09:15:00,1336.56,27.0,Merchant,P2P,DEV02660,Chennai,9,3264,5,602.85,0,0,0,1.8,0
TXN0045905,2026-06-09 09:20:00,1733.1,57.0,Person,Recharge,DEV07103,Pune,9,3100,4,1264.96,0,0,0,12.5,0
TXN0045906,2026-06-09 09:25:00,2432.09,56.0,Merchant,Recharge,DEV07385,Kolkata,9,1993,10,1553.0,0,0,0,13.8,0
TXN0045907,2026-06-09 09:30:00,550.69,31.0,Merchant,P2P,DEV07815,Chennai,9,2360,9,1582.74,0,0,0,4.9,0
TXN0045908,2026-06-09 09:35:00,1630.63,42.0,Person,P2P,DEV06794,Pune,9,2881,9,1584.4,0,0,0,7.6,0
TXN0045909,2026-06-09 09:40:00,336.76,57.0,Person,P2P,DEV04865,Kolkata,9,1639,4,633.77,0,0,0,3.0,0
TXN0045910,2026-06-09 09:45:00,786.46,60.0,Merchant,P2P,DEV02066,Chennai,9,1007,5,622.99,0,0,0,10.6,0
TXN0045911,2026-06-09 09:50:00,1403.16,27.0,Person,P2P,DEV00246,Kolkata,9,337,4,557.89,0,0,0,1.6,0
TXN0045912,2026-06-09 09:55:00,2254.37,58.0,Merchant,P2P,DEV01768,Pune,9,2073,2,834.46,0,0,0,9.1,0
TXN0045913,2026-06-09 10:00:00,1503.36,39.0,Person,P2P,DEV02090,Kolkata,10,1658,6,2525.08,0,0,0,6.9,0
TXN0045914,2026-06-09 10:05:00,930.56,53.0,Person,P2P,DEV01264,Bengaluru,10,2666,7,1422.53,0,0,1,1.5,0
TXN0045915,2026-06-09 10:10:00,785.05,22.0,OnlineShopping,Recharge,DEV05339,Kolkata,10,3314,1,711.44,0,0,0,27.6,0
TXN0045916,2026-06-09 10:15:00,1471.49,20.0,Person,P2P,DEV09971,Kolkata,10,1101,6,469.79,1,0,1,1.5,0
TXN0045917,2026-06-09 10:20:00,7588.97,38.0,OnlineShopping,P2P,DEV08781,Mumbai,10,242,7,1263.12,1,1,0,1.6,1
TXN0045918,2026-06-09 10:25:00,1997.85,58.0,Merchant,P2P,DEV01524,Bengaluru,10,3561,7,2418.16,0,0,0,13.0,0
TXN0045919,2026-06-09 10:30:00,1244.87,57.0,Person,P2M,DEV02885,Chennai,10,2456,6,582.12,0,0,0,7.4,0
TXN0045920,2026-06-09 10:35:00,216.21,49.0,Person,P2M,DEV01928,Pune,10,3095,2,1458.58,0,0,2,8.9,0
TXN0045921,2026-06-09 10:40:00,365.31,59.0,Merchant,P2P,DEV06392,Kolkata,10,3564,4,1198.73,0,0,2,2.4,1
TXN0045922,2026-06-09 10:45:00,614.72,24.0,Person,P2P,DEV09758,Chennai,10,3481,3,504.88,1,0,1,2.2,0
TXN0045923,2026-06-09 10:50:00,2111.72,45.0,Merchant,P2M,DEV09117,Bengaluru,10,3166,7,592.1,0,0,1,8.3,0
TXN0045924,2026-06-09 10:55:00,333.11,34.0,Utility,P2M,DEV00718,Mumbai,10,3308,5,206.93,0,0,0,7.8,0
TXN0045925,2026-06-09 11:00:00,1615.97,40.0,Merchant,P2P,DEV03971,Hyderabad,11,239,7,1093.14,0,0,2,0.3,0
TXN0045926,2026-06-09 11:05:00,958.08,69.0,Merchant,P2M,DEV00253,Kolkata,11,1477,9,754.38,0,0,0,15.6,0
TXN0045927,2026-06-09 11:10:00,1212.17,49.0,Person,P2M,DEV02834,Mumbai,11,2645,12,1097.71,0,1,0,0.1,0
TXN0045928,2026-06-09 11:15:00,684.91,64.0,OnlineShopping,P2P,DEV07522,Chennai,11,2656,4,384.37,1,0,0,28.0,0
TXN0045929,2026-06-09 11:20:00,468.07,69.0,Merchant,P2M,DEV02833,Mumbai,11,1096,5,1716.46,0,0,1,2.0,0
TXN0045930,2026-06-09 11:25:00,321.01,34.0,Person,P2M,DEV01481,Kolkata,11,1842,1,1081.0,0,0,0,5.0,0
TXN0045931,2026-06-09 11:30:00,1566.86,54.0,Merchant,P2M,DEV03377,Kolkata,11,306,6,541.14,0,0,0,22.0,0
TXN0045932,2026-06-09 11:35:00,787.22,43.0,Person,Recharge,DEV02670,Kolkata,11,1906,5,1935.07,0,0,0,2.2,0
TXN0045933,2026-06-09 11:40:00,289.45,42.0,Merchant,BillPayment,DEV09275,Hyderabad,11,2139,9,228.53,0,0,0,7.1,0
TXN0045934,2026-06-09 11:45:00,1062.64,20.0,Person,P2M,DEV01447,Kolkata,11,2214,5,460.81,0,0,0,24.0,0
TXN0045935,2026-06-09 11:50:00,26069.86,47.0,Person,P2P,DEV04944,Bengaluru,11,2466,4,164.03,0,0,1,6.2,1
TXN0045936,2026-06-09 11:55:00,694.9,69.0,Merchant,P2P,DEV02168,Kolkata,11,495,8,406.69,0,0,0,10.2,0
TXN0045937,2026-06-09 12:00:00,4444.13,51.0,OnlineShopping,P2M,DEV09252,Kolkata,12,1559,3,706.66,0,0,0,19.3,0
TXN0045938,2026-06-09 12:05:00,64.07,68.0,Utility,BillPayment,DEV09368,Mumbai,12,601,5,2951.61,0,0,0,9.6,0
TXN0045939,2026-06-09 12:10:00,648.57,28.0,Person,P2P,DEV04140,Mumbai,12,726,3,558.8,0,0,0,9.0,0
TXN0045940,2026-06-09 12:15:00,2208.4,23.0,Person,P2P,DEV01619,Delhi,12,1413,5,1426.76,0,0,0,7.9,0
TXN0045941,2026-06-09 12:20:00,863.33,22.0,Merchant,P2M,DEV01792,Mumbai,12,3452,6,543.52,0,0,0,2.9,0
TXN0045942,2026-06-09 12:25:00,447.02,35.0,Merchant,P2M,DEV09227,Delhi,12,3202,1,517.76,0,0,0,1.8,0
TXN0045943,2026-06-09 12:30:00,827.83,27.0,Person,P2P,DEV01942,Bengaluru,12,2278,7,729.87,0,0,0,26.6,0
TXN0045944,2026-06-09 12:35:00,2276.39,21.0,Merchant,Recharge,DEV09526,Hyderabad,12,615,3,541.78,0,0,0,4.2,0
TXN0045945,2026-06-09 12:40:00,7249.44,64.0,Merchant,BillPayment,DEV07522,Delhi,12,445,2,1089.2,0,0,0,3.1,0
TXN0045946,2026-06-09 12:45:00,2466.96,60.0,Person,P2M,DEV09361,Chennai,12,81,5,230.85,1,0,1,9.8,0
TXN0045947,2026-06-09 12:50:00,513.12,54.0,Merchant,P2P,DEV06804,Ahmedabad,12,1954,4,1936.77,0,0,2,1.4,0
TXN0045948,2026-06-09 12:55:00,673.42,42.0,OnlineShopping,P2M,DEV07972,Bengaluru,12,88,7,2492.69,0,0,0,2.4,0
TXN0045949,2026-06-09 13:00:00,678.44,23.0,Person,P2M,DEV02798,Chennai,13,460,3,511.09,0,0,0,2.8,0
TXN0045950,2026-06-09 13:05:00,357.09,67.0,Person,BillPayment,DEV05557,Delhi,13,3281,3,805.55,0,0,1,0.9,0
TXN0045951,2026-06-09 13:10:00,727.91,69.0,Merchant,P2P,DEV07948,Pune,13,1550,7,667.1,0,0,1,5.3,0
TXN0045952,2026-06-09 13:15:00,646.41,25.0,Utility,P2P,DEV07709,Kolkata,13,2075,8,567.43,0,0,1,17.3,0
TXN0045953,2026-06-09 13:20:00,255.87,52.0,Merchant,Recharge,DEV08654,Mumbai,13,2931,4,261.0,0,0,1,2.2,0
TXN0045954,2026-06-09 13:25:00,1965.23,22.0,Utility,P2P,DEV00751,Pune,13,3117,5,1058.48,0,0,1,4.1,0
TXN0045955,2026-06-09 13:30:00,1294.86,27.0,Person,P2P,DEV01658,Chennai,13,3041,4,1593.58,0,0,0,9.1,0
TXN0045956,2026-06-09 13:35:00,447.77,66.0,Merchant,P2P,DEV02500,Mumbai,13,2036,8,834.85,0,0,0,2.7,0
TXN0045957,2026-06-09 13:40:00,985.39,37.0,Person,P2P,DEV05431,Kolkata,13,1157,8,415.39,1,0,1,6.5,0
TXN0045958,2026-06-09 13:45:00,323.98,66.0,Person,P2M,DEV05265,Pune,13,472,5,789.14,1,0,2,8.3,0
TXN0045959,2026-06-09 13:50:00,489.3,53.0,Utility,P2P,DEV08935,Bengaluru,13,673,4,593.04,0,0,0,7.0,0
TXN0045960,2026-06-09 13:55:00,1690.72,62.0,Merchant,P2M,DEV09449,Ahmedabad,13,1468,7,530.91,0,0,0,6.6,0
TXN0045961,2026-06-09 14:00:00,1361.42,20.0,OnlineShopping,P2P,DEV01239,Kolkata,14,2809,5,832.07,0,0,0,2.7,0
TXN0045962,2026-06-09 14:05:00,508.8,32.0,Utility,P2M,DEV03168,Mumbai,14,3010,5,954.21,0,0,0,16.4,0
TXN0045963,2026-06-09 14:10:00,1160.61,31.0,Utility,P2M,DEV01858,Mumbai,14,3022,4,478.15,0,0,0,3.3,0
TXN0045964,2026-06-09 14:15:00,789.07,69.0,Merchant,P2M,DEV06708,Pune,14,41,8,234.29,0,0,0,12.8,0
TXN0045965,2026-06-09 14:20:00,313.55,48.0,Person,P2P,DEV02156,Delhi,14,2116,5,652.37,0,1,0,8.8,0
TXN0045966,2026-06-09 14:25:00,719.1,24.0,Utility,P2P,DEV07435,Delhi,14,1909,8,1395.31,0,0,1,19.8,0
TXN0045967,2026-06-09 14:30:00,1309.33,62.0,Person,P2P,DEV09960,Hyderabad,14,2610,3,131.32,0,0,0,0.6,0
TXN0045968,2026-06-09 14:35:00,1154.47,41.0,Person,P2P,DEV09013,Kolkata,14,2964,5,970.1,0,0,0,9.3,0
TXN0045969,2026-06-09 14:40:00,156.43,21.0,Merchant,BillPayment,DEV07743,Mumbai,14,210,7,514.51,0,0,1,1.1,0
TXN0045970,2026-06-09 14:45:00,1003.59,34.0,Utility,P2P,DEV00084,Delhi,14,2527,3,2109.02,0,0,0,9.6,0
TXN0045971,2026-06-09 14:50:00,871.89,67.0,Person,BillPayment,DEV05217,Mumbai,14,1068,5,1397.93,0,0,1,13.9,0
TXN0045972,2026-06-09 14:55:00,127.35,61.0,Person,P2P,DEV05060,Pune,14,2648,6,1329.66,0,0,0,0.6,0
TXN0045973,2026-06-09 15:00:00,378.87,30.0,Person,P2M,DEV06214,Bengaluru,15,3474,0,638.23,0,1,1,14.2,0
TXN0045974,2026-06-09 15:05:00,1389.73,57.0,Merchant,P2P,DEV01857,Ahmedabad,15,1178,4,820.61,0,0,0,4.4,0
TXN0045975,2026-06-09 15:10:00,3394.93,67.0,Person,BillPayment,DEV07532,Delhi,15,1809,5,1471.89,0,0,0,15.5,0
TXN0045976,2026-06-09 15:15:00,164.8,41.0,Person,P2P,DEV05690,Mumbai,15,1930,0,277.24,0,0,0,28.4,0
TXN0045977,2026-06-09 15:20:00,2263.21,58.0,OnlineShopping,P2P,DEV04076,Delhi,15,1276,7,982.66,1,0,0,3.4,0
TXN0045978,2026-06-09 15:25:00,129.65,49.0,OnlineShopping,P2P,DEV07253,Mumbai,15,3127,5,922.67,0,0,0,0.9,0
TXN0045979,2026-06-09 15:30:00,3438.37,62.0,Merchant,BillPayment,DEV05657,Mumbai,15,3368,4,1125.04,0,0,0,2.0,0
TXN0045980,2026-06-09 15:35:00,669.53,64.0,Person,P2M,DEV00702,Kolkata,15,3219,3,1159.12,0,0,1,2.0,0
TXN0045981,2026-06-09 15:40:00,415.93,32.0,Person,P2P,DEV06638,Bengaluru,15,2703,4,349.77,0,0,0,7.0,0
TXN0045982,2026-06-09 15:45:00,1211.69,22.0,Person,P2M,DEV00036,Chennai,15,1897,4,768.77,0,0,0,24.3,0
TXN0045983,2026-06-09 15:50:00,324.65,64.0,Person,P2M,DEV08474,Chennai,15,3199,12,604.66,0,0,0,4.7,0
TXN0045984,2026-06-09 15:55:00,1423.9,66.0,Person,BillPayment,DEV03842,Ahmedabad,15,424,6,467.25,0,0,0,0.1,0
TXN0045985,2026-06-09 16:00:00,750.9,27.0,Merchant,BillPayment,DEV03018,Delhi,16,644,11,215.73,0,0,0,4.0,0
TXN0045986,2026-06-09 16:05:00,20.0,68.0,Person,P2P,DEV02573,Ahmedabad,16,3292,4,1394.9,0,0,0,3.2,0
TXN0045987,2026-06-09 16:10:00,377.86,20.0,Merchant,P2P,DEV04594,Kolkata,16,3457,5,410.27,0,0,1,7.8,0
TXN0045988,2026-06-09 16:15:00,1028.99,26.0,Utility,P2P,DEV05712,Chennai,16,2091,4,758.44,0,0,1,11.1,0
TXN0045989,2026-06-09 16:20:00,2469.34,47.0,Merchant,P2M,DEV09946,Kolkata,16,287,3,1099.02,0,0,1,7.4,0
TXN0045990,2026-06-09 16:25:00,1184.09,61.0,Merchant,P2M,DEV02228,Bengaluru,16,2381,5,328.52,0,0,0,4.2,0
TXN0045991,2026-06-09 16:30:00,2430.24,69.0,Person,P2P,DEV04473,Hyderabad,16,264,5,3563.31,0,0,0,0.9,0
TXN0045992,2026-06-09 16:35:00,347.68,25.0,Person,P2P,DEV07686,Chennai,16,3550,2,592.42,0,0,2,8.0,0
TXN0045993,2026-06-09 16:40:00,1759.67,55.0,Person,P2P,DEV07752,Ahmedabad,16,536,12,536.08,0,0,0,4.3,0
TXN0045994,2026-06-09 16:45:00,1789.43,38.0,Person,P2M,DEV02315,Kolkata,16,149,0,1997.4,0,0,1,11.7,0
TXN0045995,2026-06-09 16:50:00,166.38,58.0,Merchant,P2P,DEV03200,Chennai,16,924,4,943.19,0,1,1,0.8,0
TXN0045996,2026-06-09 16:55:00,2552.3,41.0,Person,P2P,DEV05428,Mumbai,16,1849,7,899.02,0,0,0,12.3,0
TXN0045997,2026-06-09 17:00:00,1179.22,25.0,Person,BillPayment,DEV05863,Ahmedabad,17,1365,5,2953.34,0,0,0,6.3,0
TXN0045998,2026-06-09 17:05:00,641.47,50.0,Merchant,P2P,DEV02293,Pune,17,3378,7,477.21,0,0,1,3.3,0
TXN0045999,2026-06-09 17:10:00,630.52,41.0,Person,BillPayment,DEV03086,Kolkata,17,2756,6,575.92,1,1,0,10.7,0
TXN0046000,2026-06-09 17:15:00,301.03,41.0,Person,P2M,DEV09652,Bengaluru,17,356,3,703.69,0,0,1,16.3,0
TXN0046001,2026-06-09 17:20:00,1597.26,46.0,Merchant,P2M,DEV09632,Bengaluru,17,2551,4,462.31,0,0,0,0.3,0
TXN0046002,2026-06-09 17:25:00,1149.73,31.0,Utility,P2M,DEV02765,Ahmedabad,17,3362,5,228.57,0,0,1,24.5,0
TXN0046003,2026-06-09 17:30:00,1522.58,67.0,Utility,P2P,DEV07470,Delhi,17,3081,4,379.53,0,1,2,1.4,1
TXN0046004,2026-06-09 17:35:00,919.86,38.0,Merchant,P2M,DEV07066,Delhi,17,1088,4,1031.76,1,0,0,0.5,0
TXN0046005,2026-06-09 17:40:00,1044.22,35.0,Person,Recharge,DEV07659,Pune,17,2431,2,1693.95,0,1,0,13.2,0
TXN0046006,2026-06-09 17:45:00,632.28,58.0,Person,P2P,DEV02119,Mumbai,17,2636,6,457.49,0,0,0,0.0,0
TXN0046007,2026-06-09 17:50:00,2494.97,61.0,Merchant,P2M,DEV06479,Bengaluru,17,1304,8,1013.76,0,0,0,19.7,0
TXN0046008,2026-06-09 17:55:00,1558.7,23.0,Merchant,P2M,DEV02983,Mumbai,17,3188,6,737.39,0,0,0,4.8,0
TXN0046009,2026-06-09 18:00:00,1010.38,21.0,OnlineShopping,P2M,DEV03867,Kolkata,18,1614,3,379.62,0,0,0,0.1,0
TXN0046010,2026-06-09 18:05:00,742.98,43.0,Person,BillPayment,DEV03487,Hyderabad,18,763,6,1293.29,0,0,0,6.0,0
TXN0046011,2026-06-09 18:10:00,145.08,63.0,Person,P2M,DEV02566,Bengaluru,18,96,8,823.34,0,1,0,3.0,0
TXN0046012,2026-06-09 18:15:00,116.82,54.0,Person,BillPayment,DEV08763,Mumbai,18,1536,4,580.54,0,0,0,0.7,0
TXN0046013,2026-06-09 18:20:00,588.12,53.0,Merchant,P2M,DEV07383,Mumbai,18,816,5,550.15,0,0,1,6.7,0
TXN0046014,2026-06-09 18:25:00,3022.77,18.0,Person,P2P,DEV04026,Hyderabad,18,2321,3,622.42,0,0,0,3.7,0
TXN0046015,2026-06-09 18:30:00,420.05,66.0,Merchant,P2P,DEV02999,Bengaluru,18,3621,6,611.1,0,0,0,8.8,0
TXN0046016,2026-06-09 18:35:00,436.9,45.0,Person,Recharge,DEV03971,Pune,18,2845,5,483.93,0,0,0,0.1,0
TXN0046017,2026-06-09 18:40:00,321.46,58.0,Utility,P2M,DEV03675,Chennai,18,1123,4,384.72,0,0,2,2.1,0
TXN0046018,2026-06-09 18:45:00,233.89,24.0,Person,P2M,DEV07863,Kolkata,18,2270,3,955.48,1,0,0,6.3,0
TXN0046019,2026-06-09 18:50:00,340.78,69.0,Person,P2P,DEV00798,Hyderabad,18,789,4,753.89,0,0,0,5.0,1
TXN0046020,2026-06-09 18:55:00,1123.12,26.0,Person,P2P,DEV06898,Kolkata,18,3573,7,409.41,0,0,1,5.1,0
TXN0046021,2026-06-09 19:00:00,519.77,44.0,Person,P2M,DEV08009,Pune,19,2332,2,1150.16,0,0,0,0.8,0
TXN0046022,2026-06-09 19:05:00,496.72,27.0,OnlineShopping,P2M,DEV05524,Delhi,19,670,5,846.33,0,0,0,1.1,0
TXN0046023,2026-06-09 19:10:00,454.39,45.0,Person,BillPayment,DEV03662,Mumbai,19,36,4,557.6,0,1,0,14.8,0
TXN0046024,2026-06-09 19:15:00,1077.32,65.0,Person,Recharge,DEV08067,Kolkata,19,2050,6,361.82,0,0,0,1.6,0
TXN0046025,2026-06-09 19:20:00,1255.81,20.0,Person,P2P,DEV04955,Bengaluru,19,436,5,1046.11,0,0,0,1.0,0
TXN0046026,2026-06-09 19:25:00,131.14,35.0,Utility,P2M,DEV05456,Pune,19,2228,6,1310.45,0,0,0,0.5,0
TXN0046027,2026-06-09 19:30:00,397.42,38.0,Person,P2P,DEV02063,Ahmedabad,19,1066,7,195.93,1,1,0,2.1,0
TXN0046028,2026-06-09 19:35:00,777.32,61.0,Merchant,P2P,DEV01144,Chennai,19,2661,7,785.58,0,0,1,0.5,0
TXN0046029,2026-06-09 19:40:00,1318.36,22.0,OnlineShopping,Recharge,DEV06854,Bengaluru,19,519,7,731.99,0,0,0,4.4,0
TXN0046030,2026-06-09 19:45:00,965.77,69.0,Person,P2M,DEV08850,Chennai,19,2644,3,616.96,0,0,3,6.5,0
TXN0046031,2026-06-09 19:50:00,1935.44,65.0,Person,P2M,DEV09196,Bengaluru,19,1904,4,383.22,0,0,0,26.0,0
TXN0046032,2026-06-09 19:55:00,207.14,38.0,Utility,P2M,DEV05775,Bengaluru,19,1933,3,461.36,0,0,1,3.2,0
TXN0046033,2026-06-09 20:00:00,1287.45,58.0,Person,P2M,DEV05612,Hyderabad,20,578,4,330.34,0,0,1,7.2,0
TXN0046034,2026-06-09 20:05:00,6611.28,65.0,Utility,BillPayment,DEV04661,Kolkata,20,3131,7,494.62,0,0,0,6.6,0
TXN0046035,2026-06-09 20:10:00,891.55,35.0,Person,P2P,DEV00257,Delhi,20,978,3,497.4,0,0,2,2.0,0
TXN0046036,2026-06-09 20:15:00,928.63,61.0,Person,P2P,DEV02038,Bengaluru,20,3590,3,361.22,0,0,0,1.7,0
TXN0046037,2026-06-09 20:20:00,1428.67,48.0,Merchant,BillPayment,DEV01824,Delhi,20,1877,6,989.0,0,0,0,5.7,0
TXN0046038,2026-06-09 20:25:00,492.7,44.0,Person,P2P,DEV01761,Bengaluru,20,3273,7,1834.41,0,0,0,27.7,0
TXN0046039,2026-06-09 20:30:00,329.77,43.0,Person,P2M,DEV05943,Kolkata,20,3547,2,376.07,0,0,0,3.9,0
TXN0046040,2026-06-09 20:35:00,900.78,62.0,Person,P2M,DEV02926,Ahmedabad,20,2845,6,548.28,0,0,0,2.2,0
TXN0046041,2026-06-09 20:40:00,162.59,26.0,Person,P2P,DEV02389,Kolkata,20,3228,3,845.33,0,0,0,1.1,0
TXN0046042,2026-06-09 20:45:00,1262.95,45.0,OnlineShopping,P2P,DEV06221,Mumbai,20,2615,5,1140.83,0,0,0,1.7,0
TXN0046043,2026-06-09 20:50:00,1494.82,60.0,Merchant,BillPayment,DEV01432,Mumbai,20,1060,2,276.54,0,0,0,0.6,0
TXN0046044,2026-06-09 20:55:00,170.96,24.0,Person,P2P,DEV03784,Hyderabad,20,503,5,623.33,0,0,1,11.5,0
TXN0046045,2026-06-09 21:00:00,1000.49,56.0,Person,P2P,DEV01875,Bengaluru,21,3384,6,253.08,0,0,1,0.0,0
TXN0046046,2026-06-09 21:05:00,684.55,69.0,Merchant,P2P,DEV03209,Ahmedabad,21,3356,7,177.07,0,0,0,12.1,0
TXN0046047,2026-06-09 21:10:00,3726.09,25.0,Merchant,P2P,DEV07609,Pune,21,3576,6,2233.1,0,0,1,11.5,0
TXN0046048,2026-06-09 21:15:00,3149.75,31.0,Utility,P2P,DEV08342,Mumbai,21,3497,8,846.0,0,0,0,0.2,0
TXN0046049,2026-06-09 21:20:00,1972.1,51.0,Person,P2P,DEV01603,Pune,21,3301,4,1267.32,0,0,1,0.5,0
TXN0046050,2026-06-09 21:25:00,2852.4,60.0,Merchant,P2M,DEV03627,Delhi,21,2892,6,760.47,0,0,1,0.4,0
TXN0046051,2026-06-09 21:30:00,589.94,39.0,Merchant,BillPayment,DEV07020,Pune,21,701,4,333.89,0,1,0,1.2,0
TXN0046052,2026-06-09 21:35:00,1102.33,18.0,Merchant,P2P,DEV08112,Delhi,21,1662,2,435.29,0,0,0,0.4,0
TXN0046053,2026-06-09 21:40:00,660.36,32.0,Merchant,P2M,DEV00106,Delhi,21,1538,3,817.94,0,0,0,4.0,0
TXN0046054,2026-06-09 21:45:00,313.59,23.0,Merchant,P2P,DEV02602,Chennai,21,2349,5,627.89,0,0,1,5.6,0
TXN0046055,2026-06-09 21:50:00,923.25,64.0,Person,P2P,DEV04806,Pune,21,181,1,2148.29,0,0,1,0.7,0
TXN0046056,2026-06-09 21:55:00,782.11,41.0,Merchant,P2P,DEV04670,Delhi,21,1144,5,340.67,0,0,0,1.3,0
TXN0046057,2026-06-09 22:00:00,694.31,59.0,Person,P2M,DEV09791,Delhi,22,2018,6,890.99,0,0,0,4.2,0
TXN0046058,2026-06-09 22:05:00,801.11,53.0,Person,P2M,DEV01083,Kolkata,22,2552,6,1862.12,0,0,1,6.8,0
TXN0046059,2026-06-09 22:10:00,903.28,62.0,Merchant,BillPayment,DEV06316,Ahmedabad,22,710,9,2026.92,0,0,0,6.1,0
TXN0046060,2026-06-09 22:15:00,2065.48,43.0,Merchant,P2M,DEV00468,Mumbai,22,2745,6,1630.9,0,0,0,20.4,0
TXN0046061,2026-06-09 22:20:00,473.79,52.0,Merchant,P2M,DEV00184,Pune,22,983,8,919.31,0,0,0,12.6,0
TXN0046062,2026-06-09 22:25:00,236.42,51.0,Utility,P2P,DEV08005,Kolkata,22,1035,3,364.54,0,0,0,0.2,1
TXN0046063,2026-06-09 22:30:00,1674.45,36.0,Person,P2P,DEV06856,Bengaluru,22,1897,5,1080.89,0,0,1,2.6,0
TXN0046064,2026-06-09 22:35:00,2001.83,45.0,Merchant,P2M,DEV03971,Ahmedabad,22,1140,8,253.8,0,0,0,5.9,0
TXN0046065,2026-06-09 22:40:00,1215.84,57.0,Person,P2M,DEV09313,Pune,22,277,3,934.57,0,0,0,3.3,0
TXN0046066,2026-06-09 22:45:00,272.17,37.0,Merchant,P2P,DEV08103,Pune,22,1330,7,772.57,0,0,1,3.4,0
TXN0046067,2026-06-09 22:50:00,745.27,67.0,OnlineShopping,P2M,DEV09816,Delhi,22,1002,4,1222.46,0,0,2,4.2,0
